"id","name","nationality","nat_position","nat_kit","club","club_position","club_kit","club_join","contract_expiration","rate","height","weight","pref_foot","birth","age","pref_position"
2595,"Mijat Gacinovic","Serbia","NULL","NULL","Eint. Frankfurt","LCM",11,"08/12/2015",2019,73,"175 cm","66 kg","Right","02/08/1995",22,"LM/CAM"
2596,"Benjamin Meseira","Brazil","NULL","NULL","Joinville","RB",2,"02/01/2015",2020,73,"180 cm","75 kg","Right","02/29/1984",33,"RB"
2597,"Gus Outomouro","Brazil","NULL","NULL","Goiás","RS",9,"06/14/2016",2020,73,"175 cm","73 kg","Right","02/29/1984",33,"ST/LM"
2598,"Dênildo Stein","Brazil","NULL","NULL","São Paulo","LS",11,"02/01/2013",2018,73,"180 cm","71 kg","Left","02/29/1988",29,"ST/CF"
2599,"Gérson Noalha","Brazil","NULL","NULL","Santos","Sub",15,"02/01/2015",2020,73,"178 cm","76 kg","Left","02/29/1988",29,"ST/LM"
2600,"Erick Gameira","Brazil","NULL","NULL","Ponte Preta","Sub",14,"02/01/2015",2020,73,"180 cm","76 kg","Right","02/29/1992",25,"ST/CF"
2601,"Elias Fontoira","Brazil","NULL","NULL","Joinville","LDM",13,"02/01/2015",2020,73,"186 cm","74 kg","Right","02/29/1984",33,"CDM"
2602,"Pietrson Mendes","Brazil","NULL","NULL","Vasco da Gama","LAM",9,"02/01/2015",2020,73,"173 cm","64 kg","Left","02/29/1984",33,"CAM/ST"
2603,"Brenito Duarte","Brazil","NULL","NULL","Joinville","RCB",3,"02/01/2015",2020,73,"185 cm","80 kg","Left","02/29/1984",33,"CB"
2604,"Michildo Melo","Brazil","NULL","NULL","Internacional","RCB",3,"06/07/2016",2020,73,"186 cm","75 kg","Right","02/29/1984",33,"CB/RB"
2605,"Heitinho Zanon","Brazil","NULL","NULL","Goiás","LCB",4,"02/01/2015",2020,73,"187 cm","79 kg","Left","02/29/1984",33,"CB/LB"
2606,"Oswaldito Cuba","Brazil","NULL","NULL","Vitória","LB",5,"08/22/2016",2020,73,"170 cm","68 kg","Left","02/29/1984",33,"LB/LM"
2607,"Nivo Serpinho","Brazil","NULL","NULL","Sport","GK",1,"02/01/2015",2020,73,"185 cm","78 kg","Left","02/29/1984",33,"GK"
2608,"Pierrino Faria","Brazil","NULL","NULL","São Paulo","GK",1,"02/01/2015",2020,73,"190 cm","82 kg","Right","02/29/1988",29,"GK"
2609,"Victorino Magela","Brazil","NULL","NULL","Palmeiras","GK",1,"02/01/2015",2017,73,"188 cm","85 kg","Right","02/29/1988",29,"GK"
2610,"Evandro Rochedo","Brazil","NULL","NULL","A. Minas G.","ST",9,"01/01/2015",2020,73,"187 cm","82 kg","Right","02/29/1984",33,"ST"
2611,"Gustavo Lobateiro","Brazil","NULL","NULL","Figueirense","CAM",10,"01/01/2010",2018,73,"180 cm","76 kg","Left","02/29/1988",29,"CAM/CF"
2612,"Jorge Carvallinho","Brazil","NULL","NULL","Ponte Preta","LCB",4,"01/01/2015",2017,73,"189 cm","80 kg","Left","02/29/1984",33,"CB/LB"
2613,"Ailton Valpaços","Brazil","NULL","NULL","Fluminense","LCB",4,"01/01/2015",2020,73,"186 cm","79 kg","Right","02/29/1992",25,"CB/CDM"
2614,"Fabiano Sonta","Brazil","NULL","NULL","Cruzeiro","RCB",3,"08/31/2016",2020,73,"181 cm","82 kg","Right","02/29/1992",25,"CB/CDM"
2615,"Osvaldo Lodeiro","Brazil","NULL","NULL","Chapecoense","Sub",13,"01/01/2007",2020,73,"185 cm","81 kg","Right","02/29/1988",29,"CB/LB"
2616,"Vinicius Cardenha","Brazil","NULL","NULL","Botafogo","Sub",15,"01/01/2015",2020,73,"179 cm","73 kg","Right","02/29/1992",25,"RB/CB"
2617,"Juli Piresinho","Brazil","NULL","NULL","Botafogo","RB",2,"01/01/2015",2020,73,"180 cm","82 kg","Right","02/29/1988",29,"RB"
2618,"Freder Cabral","Brazil","NULL","NULL","Coritiba","GK",1,"01/01/2015",2020,73,"188 cm","83 kg","Right","02/29/1992",25,"GK"
2619,"Jaim Abra","Brazil","NULL","NULL","Botafogo","GK",1,"01/01/2013",2017,73,"188 cm","81 kg","Right","02/29/1992",25,"GK"
2620,"Pierre Lees-Melou","France","NULL","NULL","Dijon FCO","RM",8,"06/01/2015",2019,73,"185 cm","67 kg","Right","05/25/1993",23,"CAM/RM"
2621,"Milot Rashica","Kosovo","NULL","NULL","Vitesse","RW",7,"07/01/2015",2018,73,"178 cm","73 kg","Right","06/28/1996",20,"RW"
2622,"Tendai Ndoro","Zimbabwe","NULL","NULL","Orlando Pirates","ST",7,"07/01/2015",2018,73,"183 cm","77 kg","Right","05/15/1988",28,"ST/CF"
2623,"Borja Mayoral","Spain","NULL","NULL","VfL Wolfsburg","Sub",17,"04/29/2015",2021,73,"181 cm","68 kg","Right","04/05/1997",19,"ST"
2624,"Edmilson Junior","Brazil","NULL","NULL","Standard Liège","LM",22,"01/08/2016",2019,73,"181 cm","71 kg","Right","08/19/1994",22,"LM/RM"
2625,"Alfonso Pedraza","Spain","NULL","NULL","Leeds United","LM",29,"07/01/2014",2019,73,"182 cm","75 kg","Left","04/09/1996",20,"LM"
2626,"Simon Deli","Ivory Coast","LCB",4,"Free Agents","Res",99,"01/01/2015",2023,73,"192 cm","84 kg","Left","10/27/1991",25,"CB/CDM"
2627,"Oleksandr Zinchenko","Ukraine","NULL","NULL","PSV","Sub",25,"07/04/2016",2021,73,"175 cm","61 kg","Left","12/15/1996",20,"CAM/LW"
2628,"Eber Bessa","Brazil","NULL","NULL","Marítimo","RCM",11,"01/24/2015",2018,73,"167 cm","74 kg","Right","03/21/1992",25,"CM"
2629,"Frédéric Guilbert","France","NULL","NULL","SM Caen","RM",24,"07/01/2014",2019,73,"178 cm","70 kg","Right","12/24/1994",22,"RB/CB"
2630,"Cyle Larin","Canada","ST",21,"Orlando City","LS",9,"01/15/2015",2023,73,"188 cm","86 kg","Left","04/17/1995",21,"ST"
2631,"Fabián Sambueza","Argentina","NULL","NULL","Deportivo Cali","RAM",25,"01/01/2016",2018,73,"170 cm","65 kg","Right","08/01/1988",28,"CAM/RM"
2632,"Marcos Díaz","Argentina","NULL","NULL","Parque Patricios","GK",1,"06/25/2014",2018,73,"187 cm","84 kg","Right","02/05/1986",31,"GK"
2633,"Jorge Moreira","Paraguay","RB",5,"River Plate","RB",4,"07/23/2016",2020,73,"174 cm","77 kg","Right","02/01/1990",27,"RB"
2634,"Camilo Mayada","Uruguay","NULL","NULL","River Plate","Sub",18,"01/22/2015",2019,73,"174 cm","75 kg","Right","01/08/1991",26,"RM/RB"
2635,"Andrés Ibargüen","Colombia","NULL","NULL","Atl. Nacional","LW",11,"01/12/2016",2018,73,"168 cm","64 kg","Right","05/07/1992",24,"LW"
2636,"Sinan Gümüs","Turkey","NULL","NULL","Galatasaray","Sub",18,"07/08/2014",2019,73,"179 cm","71 kg","Left","01/15/1994",23,"RM"
2637,"Alex Berenguer","Spain","NULL","NULL","CA Osasuna","Sub",11,"07/01/2014",2020,73,"175 cm","70 kg","Left","07/04/1995",21,"LM/LWB"
2638,"Keagan Dolly","South Africa","LAM",8,"Montpellier HSC","Sub",20,"01/27/2017",2023,73,"170 cm","70 kg","Left","01/22/1993",24,"LM/CAM"
2639,"Motaz Hawsawi","Saudi Arabia","NULL","NULL","Al Ahli","LCB",25,"07/01/2014",2018,73,"179 cm","77 kg","Right","02/17/1992",25,"CB"
2640,"Jorge Benítez","Paraguay","NULL","NULL","Cruz Azul","Sub",27,"07/01/2016",2023,73,"182 cm","77 kg","Right","09/02/1992",24,"ST"
2641,"Marín","Spain","NULL","NULL","CD Leganés","Sub",4,"07/01/2014",2017,73,"184 cm","77 kg","Left","01/09/1997",20,"LB/LM"
2642,"Kenneth Saief","Israel","NULL","NULL","KAA Gent","Sub",15,"08/08/2014",2020,73,"176 cm","76 kg","Right","12/17/1993",23,"LM"
2643,"James Sánchez","Colombia","NULL","NULL","Junior","RDM",6,"12/21/2015",2023,73,"177 cm","67 kg","Right","05/04/1988",28,"CDM/CM"
2644,"David Soria","Spain","NULL","NULL","Sevilla FC","Sub",13,"09/16/2014",2019,73,"192 cm","85 kg","Right","04/04/1993",23,"GK"
2645,"Valentin Rongier","France","NULL","NULL","FC Nantes","LDM",28,"06/09/2014",2020,73,"172 cm","70 kg","Right","12/07/1994",22,"CM/CDM"
2646,"Timo Baumgartl","Germany","NULL","NULL","VfB Stuttgart","RCB",5,"07/01/2014",2020,73,"190 cm","81 kg","Right","03/04/1996",21,"CB"
2647,"Kuca","Cape Verde","NULL","NULL","Arouca","LW",17,"08/31/2016",2018,73,"181 cm","63 kg","Right","08/02/1989",27,"LW/RW"
2648,"Mohamed Larbi","Tunisia","NULL","NULL","FC Sochaux","Sub",5,"01/24/2017",2018,73,"184 cm","75 kg","Right","09/02/1987",29,"CAM/LM"
2649,"Juan Martín Lucero","Argentina","NULL","NULL","Tijuana","RS",7,"01/05/2017",2019,73,"181 cm","72 kg","Right","11/30/1991",25,"ST"
2650,"Nelson Acevedo","Argentina","NULL","NULL","Unión","Sub",5,"08/08/2014",2018,73,"179 cm","77 kg","Right","07/11/1988",28,"CDM/CM"
2651,"Ali Adnan","Iraq","NULL","NULL","Udinese","Sub",53,"07/01/2015",2020,73,"185 cm","71 kg","Left","12/19/1993",23,"LB/LM"
2652,"Enes Ünal","Turkey","NULL","NULL","FC Twente","ST",17,"07/06/2015",2019,73,"185 cm","78 kg","Right","05/10/1997",19,"ST"
2653,"Sibusiso Vilakazi","South Africa","Sub",21,"Free Agents","Res",99,"07/01/2009",2018,73,"170 cm","75 kg","Right","12/29/1989",27,"CAM"
2654,"Diego Churín","Argentina","NULL","NULL","Unión Española","RS",15,"12/24/2015",2017,73,"186 cm","80 kg","Right","12/01/1989",27,"ST/LW"
2655,"Masato Morishige","Japan","NULL","NULL","FC Tokyo","LCB",3,"01/01/2010",2023,73,"183 cm","76 kg","Right","05/21/1987",29,"CB"
2656,"Bernard Mensah","Ghana","NULL","NULL","V. Guimarães","Sub",17,"07/22/2015",2021,73,"178 cm","65 kg","Right","10/17/1994",22,"CAM/LM"
2657,"Andrés Cubas","Argentina","NULL","NULL","Pescara","Res",36,"03/20/2014",2017,73,"169 cm","60 kg","Right","05/11/1996",20,"CDM"
2658,"Ondrej Duda","Slovakia","NULL","NULL","Hertha BSC","Sub",10,"07/20/2016",2021,73,"181 cm","74 kg","Right","12/15/1994",22,"CAM"
2659,"Manuel Locatelli","Italy","NULL","NULL","Milan","CDM",73,"07/15/2016",2020,73,"186 cm","75 kg","Right","01/08/1998",19,"CDM"
2660,"Hélder Costa","Portugal","NULL","NULL","Wolves","RW",17,"01/30/2017",2020,73,"178 cm","73 kg","Left","01/12/1994",23,"RW/LM/LW"
2661,"Enzo Crivelli","France","NULL","NULL","SC Bastia","ST",27,"01/25/2014",2019,73,"184 cm","82 kg","Right","02/06/1995",22,"ST"
2662,"Boschilia","Brazil","NULL","NULL","AS Monaco","Sub",26,"08/10/2015",2020,73,"172 cm","63 kg","Left","03/05/1996",21,"CAM"
2663,"Lee Jae Sung","Korea Republic","NULL","NULL","Jeonbuk Hyundai","Sub",17,"12/23/2013",2023,73,"180 cm","70 kg","Left","08/10/1992",24,"CM/CDM"
2664,"Hernán Hechalar","Argentina","NULL","NULL","Indep. Medellín","Sub",21,"01/01/2015",2023,73,"173 cm","72 kg","Left","01/12/1988",29,"CAM/RM"
2665,"Steve Birnbaum","United States","Sub",5,"D.C. United","LCB",15,"01/16/2014",2023,73,"185 cm","81 kg","Right","01/23/1991",26,"CB"
2666,"Luca Mazzitelli","Italy","NULL","NULL","Sassuolo","Sub",22,"02/02/2016",2018,73,"184 cm","76 kg","Right","11/15/1995",21,"CDM/CM"
2667,"Andrés Felipe Roa","Colombia","NULL","NULL","Deportivo Cali","LAM",10,"01/01/2012",2023,73,"175 cm","69 kg","Right","05/25/1993",23,"CAM"
2668,"Germán Conti","Argentina","NULL","NULL","Santa Fe","RCB",30,"01/01/2013",2018,73,"193 cm","80 kg","Right","07/03/1994",22,"CB"
2669,"Pau López","Spain","NULL","NULL","Spurs","Res",30,"07/01/2013",2018,73,"189 cm","79 kg","Left","12/13/1994",22,"GK"
2670,"Anderson Esiti","Nigeria","NULL","NULL","KAA Gent","LCM",44,"08/31/2016",2020,73,"189 cm","85 kg","Right","05/24/1994",22,"CDM/CM"
2671,"Federico Melchiorri","Italy","NULL","NULL","Cagliari","Sub",9,"07/01/2015",2019,73,"185 cm","76 kg","Right","01/06/1987",30,"ST"
2672,"Zaldúa","Spain","NULL","NULL","Real Sociedad","Sub",20,"07/01/2013",2020,73,"176 cm","71 kg","Right","06/24/1992",24,"RB"
2673,"Iliass Bel Hassani","Morocco","NULL","NULL","AZ","Sub",18,"08/31/2016",2021,73,"173 cm","72 kg","Left","09/16/1992",24,"CAM/RW"
2674,"Cotán","Spain","NULL","NULL","Sevilla Atlét.","Sub",8,"07/01/2014",2018,73,"172 cm","68 kg","Right","09/19/1995",21,"CDM/CM"
2675,"Bruno Varela","Portugal","NULL","NULL","V. Setúbal","GK",12,"07/02/2016",2021,73,"191 cm","87 kg","Right","11/04/1994",22,"GK"
2676,"Mahmoud Abdel Moneim","Egypt","Sub",11,"Al Ittihad","RM",10,"08/02/2015",2018,73,"182 cm","76 kg","Right","04/13/1994",22,"RM/ST"
2677,"Ebenezer Ofori","Ghana","NULL","NULL","VfB Stuttgart","Sub",22,"01/31/2017",2020,73,"172 cm","69 kg","Left","07/01/1995",21,"CM"
2678,"Stipe Perica","Croatia","NULL","NULL","Udinese","Sub",18,"08/01/2013",2018,73,"192 cm","76 kg","Right","07/07/1995",21,"ST"
2679,"Firmin Ndombe Mubele","DR Congo","NULL","NULL","Stade Rennais","Res",7,"01/30/2017",2020,73,"178 cm","71 kg","Right","04/17/1994",22,"ST/LM"
2680,"Mbwana Ally Samatta","Tanzania","NULL","NULL","KRC Genk","ST",77,"01/29/2016",2020,73,"182 cm","78 kg","Right","12/13/1992",24,"ST"
2681,"Junya Tanaka","Japan","NULL","NULL","Vissel Kobe","RS",21,"01/07/2017",2023,73,"181 cm","77 kg","Left","07/15/1987",29,"ST/LM"
2682,"Miha Mevlja","Slovenia","Sub",17,"FC Rostov","RCB",23,"08/31/2016",2019,73,"190 cm","85 kg","Right","06/12/1990",26,"CB/CDM"
2683,"Anderson Plata","Colombia","NULL","NULL","Ind. Santa Fe","RS",16,"07/04/2016",2022,73,"173 cm","65 kg","Right","11/08/1990",26,"ST"
2684,"Lukas Spalvis","Lithuania","NULL","NULL","Sporting CP","Res",33,"07/01/2016",2022,72,"187 cm","78 kg","Left","07/27/1994",22,"ST"
2685,"Allan Saint-Maximin","France","NULL","NULL","SC Bastia","RM",10,"07/31/2015",2020,73,"173 cm","67 kg","Right","03/12/1997",20,"LM/RM"
2686,"Marcel Tisserand","DR Congo","NULL","NULL","FC Ingolstadt","LCB",32,"08/31/2016",2020,73,"188 cm","75 kg","Right","01/10/1993",24,"CB/RB"
2687,"Idris","Senegal","NULL","NULL","Boavista","CDM",42,"07/02/2014",2018,73,"189 cm","80 kg","Right","12/27/1984",32,"CDM"
2688,"Antonio Di Gaudio","Italy","NULL","NULL","Carpi","LM",11,"07/01/2010",2017,73,"169 cm","63 kg","Right","08/16/1989",27,"LM"
2689,"Gaetano Letizia","Italy","NULL","NULL","Carpi","LB",3,"07/26/2012",2019,73,"173 cm","63 kg","Right","06/29/1990",26,"LB/RM"
2690,"Federico Carrizo","Argentina","NULL","NULL","Rosario Central","CAM",8,"02/23/2017",2019,73,"170 cm","68 kg","Right","05/17/1991",25,"LW/LM"
2691,"Jorge Broun","Argentina","NULL","NULL","Santa Fe","GK",1,"07/12/2014",2017,73,"190 cm","90 kg","Right","05/26/1986",30,"GK"
2692,"Damián Musto","Argentina","NULL","NULL","Rosario Central","CDM",5,"12/08/2015",2019,73,"182 cm","82 kg","Right","06/09/1987",29,"CDM"
2693,"Marlon Santos","Brazil","NULL","NULL","FC Barcelona","Sub",33,"11/01/2012",2020,73,"185 cm","81 kg","Right","09/07/1995",21,"CB"
2694,"Andrea Petagna","Italy","NULL","NULL","Atalanta","RS",29,"01/28/2016",2020,73,"188 cm","85 kg","Left","06/30/1995",21,"ST"
2695,"Kenedy","Brazil","NULL","NULL","Chelsea","Sub",16,"08/23/2015",2020,73,"182 cm","77 kg","Left","02/08/1996",21,"LM/LB"
2696,"Jason","Spain","NULL","NULL","Levante UD","RM",23,"01/15/2015",2019,73,"178 cm","65 kg","Right","07/06/1994",22,"RM/ST"
2697,"Roni","Brazil","NULL","NULL","Adanaspor","RM",80,"07/01/2016",2017,73,"171 cm","67 kg","Right","06/26/1991",25,"LM/RM"
2698,"Lucas Janson","Argentina","NULL","NULL","Tigre","Res",15,"08/12/2012",2018,73,"169 cm","67 kg","Right","08/16/1994",22,"LM/ST"
2699,"Fernando Manríquez","Chile","NULL","NULL","Uni. Concepción","CAM",21,"06/01/2013",2022,73,"168 cm","72 kg","Right","02/01/1984",33,"CM/CAM"
2700,"Enzo Kalinski","Argentina","NULL","NULL","Uni. Católica","RCM",23,"07/01/2016",2017,73,"183 cm","77 kg","Right","03/10/1987",30,"CM"
2701,"Carlos Carbonero","Colombia","NULL","NULL","Cortuluá","Res",8,"02/28/2017",2022,73,"179 cm","73 kg","Right","07/25/1990",26,"CM/RM"
2702,"Brahian Alemán","Uruguay","NULL","NULL","G. La Plata","CAM",30,"01/12/2017",2022,73,"178 cm","79 kg","Left","12/23/1989",27,"LM/CM"
2703,"Germán Voboril","Argentina","NULL","NULL","Newells","Sub",18,"08/20/2014",2019,73,"175 cm","70 kg","Left","05/05/1987",29,"LB"
2704,"Juan Caicedo","Colombia","NULL","NULL","Indep. Medellín","RS",9,"01/01/2015",2018,73,"187 cm","79 kg","Right","07/13/1989",27,"ST"
2705,"Victor Ayala","Paraguay","NULL","NULL","Al Nassr","LDM",20,"07/21/2016",2018,73,"177 cm","70 kg","Right","01/01/1988",29,"CM/RB"
2706,"Jefferson Duque","Colombia","NULL","NULL","Deportivo Cali","ST",9,"01/30/2016",2022,73,"183 cm","79 kg","Right","05/17/1987",29,"ST"
2707,"Farid Díaz","Colombia","LB",19,"Atl. Nacional","LB",19,"01/01/2012",2018,73,"170 cm","72 kg","Left","07/20/1983",33,"LB"
2708,"Freddy Hinestroza","Colombia","NULL","NULL","Veracruz","LM",40,"01/01/2017",2020,73,"179 cm","72 kg","Left","04/05/1990",26,"LM/RM"
2709,"Wilmar Barrios","Colombia","Sub",5,"Boca Juniors","Sub",16,"08/26/2016",2022,73,"179 cm","69 kg","Right","10/16/1993",23,"CDM"
2710,"Jefferson Cuero","Colombia","NULL","NULL","Monarcas Morelia","LM",23,"12/27/2014",2022,73,"173 cm","66 kg","Left","05/15/1988",28,"LM"
2711,"Angelo Rodríguez","Colombia","NULL","NULL","Deportes Tolima","ST",9,"07/01/2016",2022,73,"182 cm","79 kg","Right","04/04/1989",27,"ST"
2712,"David Silva","Colombia","NULL","NULL","Millonarios","Sub",14,"01/01/2015",2018,73,"175 cm","74 kg","Right","12/13/1986",30,"CM/CDM"
2713,"Ricardo Jérez","Guatemala","NULL","NULL","Al. Petrolera","GK",12,"01/01/2013",2022,73,"192 cm","85 kg","Left","02/04/1986",31,"GK"
2714,"Guillermo Celis","Colombia","NULL","NULL","V. Guimarães","RCM",93,"07/02/2016",2021,73,"177 cm","74 kg","Right","05/08/1993",23,"CDM"
2715,"Esteban Pavez","Chile","NULL","NULL","Colo-Colo","RCM",8,"03/19/2009",2018,73,"180 cm","76 kg","Right","05/01/1990",26,"CM/CDM"
2716,"Leandro Castellanos","Colombia","NULL","NULL","Ind. Santa Fe","GK",22,"12/18/2015",2018,73,"183 cm","78 kg","Right","03/09/1984",33,"GK"
2717,"José Cuadrado","Colombia","NULL","NULL","Once Caldas","GK",12,"07/01/2013",2022,73,"181 cm","79 kg","Right","06/01/1985",31,"GK"
2718,"Alexey Miranchuk","Russia","Sub",15,"Lokomotiv Moscow","RM",59,"07/01/2012",2017,73,"182 cm","74 kg","Left","10/17/1995",21,"CAM/ST"
2719,"Nicolás Vikonis","Uruguay","NULL","NULL","Millonarios","Sub",27,"12/04/2015",2018,73,"184 cm","76 kg","Left","04/06/1984",32,"GK"
2720,"Carlos Lizarazo","Colombia","NULL","NULL","Al. Petrolera","CAM",23,"02/06/2017",2022,73,"171 cm","67 kg","Left","04/26/1991",25,"CAM/LM"
2721,"Adama","Spain","NULL","NULL","Middlesbrough","RM",37,"08/31/2016",2020,73,"178 cm","76 kg","Right","01/25/1996",21,"RW/RM"
2722,"Mykyta Shevchenko","Ukraine","NULL","NULL","Shakhtar Donetsk","Sub",26,"01/01/2010",2022,73,"187 cm","80 kg","Right","01/26/1993",24,"GK"
2723,"Fábio Cardoso","Portugal","NULL","NULL","V. Setúbal","Sub",4,"07/07/2016",2020,73,"187 cm","81 kg","Right","04/19/1994",22,"CB"
2724,"Erick Pulgar","Chile","NULL","NULL","Bologna","Sub",5,"08/07/2015",2019,73,"186 cm","83 kg","Right","01/15/1994",23,"CDM/CM"
2725,"Felipe Mora","Chile","NULL","NULL","Uni. de Chile","ST",9,"06/14/2016",2020,73,"175 cm","72 kg","Right","08/02/1993",23,"ST"
2726,"Saulo Decarli","Switzerland","NULL","NULL","Braunschweig","RCB",3,"06/30/2014",2019,73,"188 cm","82 kg","Right","02/04/1992",25,"CB"
2727,"Frank Acheampong","Ghana","NULL","NULL","RSC Anderlecht","Sub",18,"07/19/2013",2019,73,"168 cm","73 kg","Left","10/16/1993",23,"LM/LB"
2728,"Cifuentes","Spain","NULL","NULL","Girona CF","RWB",17,"07/15/2016",2019,73,"173 cm","65 kg","Right","10/05/1990",26,"RWB/RM"
2729,"Jimmy Cabot","France","NULL","NULL","FC Lorient","RW",27,"01/30/2016",2020,73,"164 cm","60 kg","Right","04/18/1994",22,"LM/ST"
2730,"Josué","Portugal","NULL","NULL","V. Guimarães","RCB",3,"01/01/2012",2019,73,"187 cm","81 kg","Right","06/17/1992",24,"CB"
2731,"William Dutoit","France","NULL","NULL","KV Oostende","GK",28,"01/01/2017",2020,73,"182 cm","78 kg","Right","09/18/1988",28,"GK"
2732,"Walker Zimmerman","United States","NULL","NULL","FC Dallas","RCB",25,"02/05/2016",2022,73,"191 cm","84 kg","Right","05/19/1993",23,"CB"
2733,"Romain Philippoteaux","France","NULL","NULL","FC Lorient","Sub",19,"02/03/2015",2019,73,"170 cm","67 kg","Right","03/02/1988",29,"RM/LW"
2734,"Mauro Matos","Argentina","NULL","NULL","G. La Plata","Sub",16,"02/05/2014",2017,73,"180 cm","80 kg","Right","08/06/1982",34,"ST"
2735,"Clinton Njie","Cameroon","Sub",7,"Olym. Marseille","Sub",14,"08/15/2015",2020,73,"175 cm","68 kg","Right","08/15/1993",23,"ST/LW"
2736,"Ricardo Esgaio","Portugal","NULL","NULL","Sporting CP","Sub",47,"06/01/2012",2022,73,"173 cm","65 kg","Right","05/16/1993",23,"RB/LB"
2737,"Luciano","Brazil","NULL","NULL","CD Leganés","Sub",20,"02/21/2014",2017,73,"178 cm","68 kg","Left","05/18/1993",23,"ST/CAM"
2738,"Alexandru Chipciu","Romania","LM",7,"RSC Anderlecht","RM",11,"07/19/2016",2020,74,"177 cm","74 kg","Right","05/18/1989",27,"RM/LM"
2739,"Koo Ja Ryong","Korea Republic","NULL","NULL","Suwon Bluewings","RCB",15,"01/01/2011",2018,73,"183 cm","75 kg","Right","04/06/1992",24,"CB"
2740,"Kwon Chang Hoon","Korea Republic","NULL","NULL","Dijon FCO","Sub",22,"01/19/2017",2020,73,"174 cm","69 kg","Left","06/30/1994",22,"CM"
2741,"Moussa Dembélé","France","NULL","NULL","Celtic","ST",10,"07/01/2016",2020,73,"183 cm","74 kg","Right","07/12/1996",20,"ST"
2742,"Riza Durmisi","Denmark","LWB",5,"Real Betis","LWB",14,"07/01/2016",2021,73,"168 cm","68 kg","Left","01/08/1994",23,"LB/LWB"
2743,"Mpho Makola","South Africa","Sub",5,"Orlando Pirates","CM",5,"07/01/2012",2018,73,"173 cm","71 kg","Right","05/04/1986",30,"CAM/CM"
2744,"Frederico Venâncio","Portugal","NULL","NULL","V. Setúbal","RCB",3,"01/01/2012",2018,74,"186 cm","81 kg","Right","02/04/1993",24,"CB"
2745,"Georgi Milanov","Bulgaria","Sub",17,"CSKA Moscow","Sub",8,"07/05/2013",2018,73,"184 cm","74 kg","Left","02/19/1992",25,"LM/CAM"
2746,"Rubén García","Spain","NULL","NULL","Levante UD","Sub",10,"07/10/2012",2018,73,"171 cm","72 kg","Left","07/14/1993",23,"LM/RM"
2747,"Mohammed Khalil Al Owais","Saudi Arabia","NULL","NULL","Al Shabab","Res",41,"07/01/2012",2017,73,"185 cm","77 kg","Left","10/10/1991",25,"GK"
2748,"Vincent Laurini","France","NULL","NULL","Empoli","RB",2,"07/01/2012",2018,73,"173 cm","72 kg","Right","06/10/1989",27,"RB"
2749,"Marc-Oliver Kempf","Germany","NULL","NULL","SC Freiburg","Sub",20,"07/15/2014",2018,73,"186 cm","87 kg","Left","01/28/1995",22,"CB"
2750,"Louis Schaub","Austria","Sub",16,"SK Rapid Wien","RF",10,"07/01/2012",2020,73,"177 cm","70 kg","Left","12/29/1994",22,"CAM/RM"
2751,"Ilya Kutepov","Russia","Sub",14,"Spartak Moscow","RCB",18,"07/01/2012",2020,73,"192 cm","85 kg","Right","07/29/1993",23,"CB"
2752,"Darwin Machís","Venezuela","LM",16,"CD Leganés","Sub",7,"06/24/2014",2020,73,"174 cm","70 kg","Right","02/07/1993",24,"LM/ST"
2753,"Renato Santos","Portugal","NULL","NULL","Boavista","LW",7,"08/31/2015",2019,73,"177 cm","75 kg","Right","10/05/1991",25,"LM/RM"
2754,"André Ramalho","Brazil","NULL","NULL","1. FSV Mainz 05","LCB",22,"07/01/2015",2019,73,"182 cm","78 kg","Right","02/16/1992",25,"CB/CDM"
2755,"Chisamba Lungu","Zambia","NULL","NULL","FC Ural","LM",10,"08/01/2010",2018,73,"178 cm","68 kg","Right","01/31/1991",26,"RM/LM"
2756,"Bilal Basaçikoglu","Turkey","NULL","NULL","Feyenoord","Sub",14,"07/31/2014",2018,73,"173 cm","64 kg","Right","03/26/1995",22,"RW/LW"
2757,"Victor Andrade","Brazil","NULL","NULL","1860 München","Sub",31,"07/11/2014",2019,73,"177 cm","70 kg","Right","09/30/1995",21,"RW/RM"
2758,"Jordan Adéoti","Benin","NULL","NULL","SM Caen","LCB",18,"06/26/2014",2017,73,"183 cm","81 kg","Right","03/12/1989",28,"CB/CDM"
2759,"Stefan Mitrovic","Serbia","NULL","NULL","KAA Gent","CB",13,"07/01/2016",2020,73,"188 cm","84 kg","Left","05/22/1990",26,"CB"
2760,"Gaëtan Laborde","France","NULL","NULL","Giron. Bordeaux","Sub",24,"07/01/2012",2020,73,"181 cm","79 kg","Left","05/03/1994",22,"ST"
2761,"Mathieu Michel","France","NULL","NULL","Angers SCO","GK",16,"08/15/2016",2019,73,"188 cm","82 kg","Right","09/04/1991",25,"GK"
2762,"Maxime Poundjé","France","NULL","NULL","Giron. Bordeaux","LB",29,"06/01/2012",2019,73,"179 cm","74 kg","Left","08/16/1992",24,"LB"
2763,"Nawaf Al Abed","Saudi Arabia","NULL","NULL","Al Hilal","Sub",24,"07/01/2008",2018,74,"168 cm","59 kg","Left","01/26/1990",27,"LM/RM"
2764,"Ryan Gauld","Scotland","NULL","NULL","Sporting CP","Res",27,"07/01/2014",2020,73,"169 cm","61 kg","Left","12/16/1995",21,"CAM/CM"
