"id","name","weak_foot","skill_moves","ball_control","dribbling","marking","sliding_tackle","standing_tackle","aggression","reactions","att_positions","interceptions","crossing","short_pass","long_pass","shot_power","finishing","long_shots","curve","freekick_accuracy","volleys"
2338,"Laurens De Bock",4,2,70,69,72,79,74,79,69,62,67,77,61,63,68,36,43,72,70,37
2339,"Omar Gonzalez",3,2,52,37,74,75,73,70,59,35,71,35,57,64,47,31,35,36,27,46
2340,"Míchel",3,3,80,74,39,46,52,64,67,65,58,75,82,74,72,61,70,71,73,61
2341,"Johannes Hopf",2,1,23,15,21,18,16,44,68,14,21,20,29,34,19,13,17,24,19,21
2342,"José Ángel",3,3,71,68,69,76,73,69,73,60,74,77,68,61,69,42,57,72,67,42
2343,"Karl-Johan Johnsson",2,1,22,16,11,12,14,35,64,16,20,11,26,38,21,13,13,12,11,19
2344,"Steven Zuber",4,3,76,76,49,34,59,69,72,74,59,67,70,61,80,63,79,78,66,57
2345,"Yevhen Seleznyov",3,3,68,64,22,39,41,79,75,78,27,63,66,51,79,75,74,56,46,64
2346,"Maikel van der Werff",3,2,69,46,72,73,74,73,69,30,74,67,74,71,78,39,71,74,75,55
2347,"Robbin Ruiter",2,1,18,17,12,16,16,35,72,17,22,16,36,34,44,12,16,14,13,24
2348,"Ismail Köybasi",2,2,75,75,68,71,72,72,70,70,73,76,70,68,81,62,72,76,72,60
2349,"Kiko Femenía",3,3,78,79,63,77,75,70,64,68,71,74,73,54,56,66,65,65,55,54
2350,"Da Costa",2,1,20,11,16,18,19,30,72,10,17,12,28,30,24,13,11,13,11,11
2351,"Ben Mee",3,2,65,63,75,75,72,68,68,30,73,67,61,65,60,27,39,38,31,29
2352,"Dani Hernández",2,1,34,12,4,9,7,40,67,16,26,13,41,39,25,6,13,23,12,13
2353,"Bamba Anderson",3,2,70,64,72,72,73,72,70,35,71,50,73,63,58,34,42,49,39,47
2354,"Diego Farías",2,4,77,78,11,12,27,40,70,70,25,62,69,55,59,70,68,63,65,60
2355,"Dennis Diekmeier",2,3,69,66,70,75,74,70,74,65,64,73,69,64,71,23,43,56,53,31
2356,"Jonathan Urretaviscaya",3,3,74,75,34,25,30,56,72,70,30,74,73,66,78,66,67,75,70,66
2357,"Nélson Oliveira",3,3,76,73,33,29,40,79,67,73,36,60,69,55,78,73,70,67,47,67
2358,"Gabriele Angella",3,2,55,48,76,73,78,77,69,35,71,31,60,64,60,40,25,33,31,48
2359,"Alexander Esswein",3,3,74,74,18,27,37,76,74,70,28,70,71,62,86,70,69,68,54,68
2360,"Tunay Torun",5,3,76,75,20,15,20,39,67,68,31,75,76,70,72,68,70,73,73,64
2361,"Saúl Berjón",4,3,75,76,26,23,41,66,68,72,42,76,72,71,83,65,74,75,71,81
2362,"Fidel",2,3,77,79,19,35,21,76,70,72,35,71,67,56,72,71,66,67,65,58
2363,"Eloy Room",3,1,26,12,19,13,17,22,72,9,14,20,22,29,17,16,12,13,12,18
2364,"Marcelo Estigarribia",4,3,75,78,57,69,69,75,74,76,60,74,73,69,68,47,69,74,72,73
2365,"Laure",3,2,72,63,71,76,72,68,74,44,78,73,67,63,68,44,26,61,39,54
2366,"George Lebese",3,3,77,80,43,22,51,68,63,72,27,74,75,61,59,71,63,67,66,57
2367,"Delvin NDinga",3,3,66,59,66,75,74,75,68,44,71,47,79,71,66,50,52,49,47,45
2368,"Benoît Poulain",2,2,56,38,74,71,75,71,70,41,78,43,69,68,25,23,21,35,36,23
2369,"Mohamed Diamé",3,3,80,80,69,77,79,77,65,68,72,63,75,72,85,64,73,69,29,68
2370,"Dani Pacheco",3,3,82,80,26,23,28,48,70,61,33,63,74,71,59,69,68,83,80,62
2371,"Ramon Motta",3,3,74,75,65,69,70,80,71,74,72,75,73,72,81,66,74,74,69,70
2372,"Carlos Villanueva",3,5,76,78,36,32,39,40,70,63,42,63,77,76,79,63,78,75,80,81
2373,"Fabrizio Cacciatore",3,2,61,61,75,77,77,72,74,60,74,69,65,65,71,45,56,53,38,45
2374,"Lucas Viatri",3,3,69,68,17,26,23,52,69,73,43,47,62,59,76,80,76,57,62,63
2375,"Douglas",2,2,56,54,67,66,75,81,65,43,71,39,64,60,73,38,49,39,22,38
2376,"Abdelhamid El Kaoutari",2,2,63,51,75,77,76,85,68,48,72,65,64,56,59,17,38,23,23,24
2377,"Essam El-Hadary",3,1,25,17,12,15,19,29,67,14,16,20,16,14,18,14,18,17,12,12
2378,"Frédéric Sammaritano",4,3,74,73,20,12,17,59,73,74,33,62,74,75,63,65,59,80,72,66
2379,"Rudy Gestede",3,2,70,65,16,23,39,66,64,74,36,37,61,50,76,75,68,50,60,67
2380,"Ricardo Laborde",2,3,75,77,19,23,17,77,75,72,36,73,65,63,75,71,69,55,70,67
2381,"Douglas",2,1,20,14,15,12,10,38,66,14,20,13,34,32,22,10,17,16,12,14
2382,"Alexey Ionov",4,3,74,71,28,34,30,66,67,73,35,73,75,66,73,69,67,57,54,61
2383,"Viktor Vasin",3,2,63,33,76,72,75,76,67,20,76,51,62,64,71,30,36,72,60,38
2384,"Sloan Privat",3,2,73,63,20,21,19,36,74,75,44,43,69,52,74,71,70,60,59,69
2385,"Stefan Johansen",3,3,75,70,60,55,59,84,72,70,62,66,75,74,73,67,66,71,73,64
2386,"Albert Adomah",3,4,76,75,33,26,41,55,73,72,61,65,68,65,72,69,64,63,53,59
2387,"Gojko Kacar",3,2,71,62,67,69,70,80,71,57,74,53,74,67,77,59,66,66,52,63
2388,"Kiko Olivas",3,2,66,49,76,67,81,68,71,59,72,44,64,56,59,56,36,30,36,53
2389,"Matías Alustiza",3,3,77,74,28,36,37,62,71,73,27,60,66,64,74,76,72,69,66,75
2390,"Dentinho",4,4,80,75,49,42,46,68,73,72,45,65,72,61,68,67,73,66,46,69
2391,"Christian Stuani",3,3,73,72,39,42,49,77,79,78,36,70,69,59,79,76,69,66,57,73
2392,"Adam Clayton",3,2,72,69,63,72,75,82,71,55,75,56,75,72,70,60,71,67,66,40
2393,"Maciej Rybus",4,3,77,76,70,70,66,72,71,70,70,76,73,64,75,72,71,77,78,65
2394,"Elías Hernández",3,4,80,73,60,52,45,39,70,67,42,80,70,70,72,62,73,70,67,70
2395,"Konstantin Rausch",4,3,72,72,67,64,68,74,74,67,73,78,73,72,74,62,71,75,76,61
2396,"Tomáš Hubocan",3,2,56,50,74,78,79,75,63,42,66,59,63,57,69,45,57,38,32,52
2397,"Miroslav Stoch",4,4,78,80,24,22,30,67,71,70,33,71,69,64,83,63,84,84,72,72
2398,"Yoel",3,1,14,13,10,11,15,35,68,13,19,24,31,35,23,14,21,25,15,23
2399,"Péter Gulácsi",3,1,23,19,22,20,16,34,68,11,23,16,22,17,19,10,12,18,11,10
2400,"Fabiano",1,1,11,12,10,11,16,33,72,10,16,13,34,22,18,10,20,17,15,19
2401,"Ismaël Traoré",3,2,65,35,75,71,73,78,70,21,73,43,65,61,45,22,45,48,58,19
2402,"Djalma",3,3,77,74,32,35,41,67,67,74,47,69,71,67,73,68,68,73,65,59
2403,"Ádám Szalai",3,3,73,70,27,13,41,74,75,75,41,49,72,48,82,73,64,58,42,68
2404,"Vincent Bessat",2,3,75,74,71,66,72,62,76,70,46,78,74,75,67,58,71,54,57,62
2405,"Romain Alessandrini",4,4,69,72,15,22,36,41,78,71,33,72,70,68,81,73,74,78,79,75
2406,"Ricky van Wolfswinkel",4,3,74,70,22,26,38,51,75,79,46,54,68,62,69,78,68,73,51,77
2407,"Castro",2,3,77,74,60,61,66,76,71,70,67,66,75,76,84,65,74,71,55,62
2408,"Nolan Roux",3,2,74,70,20,16,39,49,72,73,42,68,69,60,75,72,72,69,66,73
2409,"Juan Forlin",3,2,69,50,78,72,73,72,69,41,78,61,65,64,60,36,27,51,38,40
2410,"Daine Klate",2,4,75,76,30,27,32,52,63,66,24,77,71,66,64,73,73,71,78,63
2411,"Ali Çamdali",3,2,68,64,73,65,75,80,74,56,73,60,72,71,72,58,64,64,61,47
2412,"Slobodan Rajkovic",3,2,50,42,73,73,78,87,68,29,67,39,57,59,71,20,18,36,28,15
2413,"Jesús Molina",4,2,69,63,73,72,71,71,73,70,72,60,70,70,64,55,62,40,47,43
2414,"Erwin Mulder",3,1,30,14,16,13,15,31,73,11,18,15,33,34,39,20,15,14,12,14
2415,"Daniel Schwaab",4,2,71,59,75,76,75,67,74,46,72,62,73,65,54,32,29,55,37,49
2416,"Jonny Howson",4,3,72,70,50,64,70,69,75,71,61,63,75,72,75,68,75,66,63,60
2417,"Cheikh MBengue",3,2,69,67,74,74,72,76,70,49,73,74,75,69,56,45,26,66,32,22
2418,"Víctor Díaz",3,2,72,57,65,76,70,73,71,59,68,74,71,58,65,58,49,59,51,35
2419,"Yohan Benalouane",3,2,59,47,73,73,75,79,67,46,76,61,64,62,68,24,39,51,52,48
2420,"Milan Škoda",2,3,75,69,41,43,43,76,72,79,40,59,66,50,68,78,72,49,59,70
2421,"Claudio Beauvue",3,3,73,72,36,21,45,54,63,70,43,72,71,61,81,71,64,59,71,83
2422,"Walter Gargano",3,2,71,61,72,82,76,86,71,60,80,65,65,62,72,42,67,64,69,62
2423,"Ricardo",2,1,16,16,13,10,12,35,69,11,21,13,23,22,19,13,11,14,13,19
2424,"Robbie Kruse",2,4,73,76,36,38,39,60,67,72,39,71,68,56,66,67,66,69,39,65
2425,"Mitchell Langerak",3,1,22,14,15,19,15,18,74,14,19,18,36,23,21,13,14,19,17,16
2426,"Dale Stephens",3,2,72,65,67,69,74,78,72,66,71,70,77,73,67,63,70,67,61,69
2427,"Alexandru Epureanu",2,2,61,56,74,72,78,70,72,53,73,39,64,59,71,49,41,39,52,70
2428,"Vassilis Torosidis",3,2,70,68,68,76,76,74,70,56,76,74,70,64,77,40,71,68,40,35
2429,"Romain Genevois",2,2,60,56,72,73,74,78,67,19,71,71,64,55,37,49,31,43,27,26
2430,"Tomáš Necid",3,2,70,68,32,31,32,71,72,76,25,47,64,48,77,76,75,56,60,70
2431,"Márcio Azevedo",2,4,71,72,73,73,73,82,79,73,71,74,69,67,69,61,69,67,68,51
2432,"František Rajtoral",3,3,73,73,74,71,72,73,72,71,71,74,74,73,75,55,70,63,58,65
2433,"Kengo Nakamura",3,2,74,73,58,61,63,65,73,64,71,76,76,77,78,70,76,85,83,68
2434,"Szymon Pawlowski",2,3,71,73,15,49,49,45,70,73,50,67,67,64,72,70,67,72,63,65
2435,"Marcel Heller",2,3,72,78,15,24,37,58,70,71,20,75,69,52,68,68,58,65,49,68
2436,"Gary Hooper",2,3,73,65,22,15,27,54,75,74,15,59,70,52,75,76,67,48,50,67
2437,"Ola Kamara",3,2,76,64,21,19,20,72,75,73,34,50,58,41,73,77,61,61,37,69
2438,"Youssouf Mulumbu",4,2,72,70,72,73,74,78,73,64,75,58,76,70,72,60,62,44,53,34
2439,"Fernando Forestieri",3,4,78,78,36,31,43,70,72,68,30,62,71,60,72,72,73,70,63,63
2440,"Bracali",3,1,29,14,12,17,14,29,73,12,21,10,38,36,15,14,17,15,11,19
2441,"Craig Gardner",3,2,74,68,70,73,72,87,76,72,70,70,73,74,87,65,84,70,76,71
2442,"Giuseppe Vives",4,2,77,70,65,69,70,83,71,58,77,64,78,78,72,46,69,57,64,64
2443,"Abdou Razack Traoré",4,4,76,79,32,32,38,78,67,68,40,72,71,62,72,67,69,72,74,66
2444,"Lee Nguyen",3,4,74,76,41,34,40,60,69,70,43,60,74,70,73,69,71,75,72,68
2445,"Aykut Demir",2,2,56,54,73,72,73,87,67,26,73,42,66,65,56,25,34,32,40,40
2446,"Milan Biševac",3,2,66,48,71,71,74,75,70,58,74,67,72,68,69,42,55,43,46,42
2447,"Modibo Diakité",3,2,51,41,73,73,72,77,69,39,73,41,51,56,79,21,51,31,31,32
2448,"Mathieu Coutadeur",4,2,77,69,53,57,54,76,71,71,63,51,78,73,69,63,73,80,68,49
2449,"Mbaye Leye",4,3,73,71,28,33,35,59,68,83,37,70,73,58,71,73,69,68,67,69
2450,"Manuel Iturra",3,2,71,63,65,69,74,79,70,52,78,56,69,69,68,27,58,55,47,53
2451,"Ola Toivonen",4,2,75,71,36,39,37,63,76,77,42,67,76,69,78,77,77,73,73,76
2452,"Jean-Sylvain Babin",3,2,52,32,73,75,84,62,56,49,69,36,69,55,87,22,63,47,66,25
2453,"Änis Ben-Hatira",5,4,74,79,19,22,26,73,73,72,20,70,72,63,73,72,68,72,75,71
2454,"Roberto Ovelar",4,3,76,75,29,23,29,54,73,80,23,58,72,55,70,75,66,54,60,69
2455,"Duško Tošic",2,2,66,66,74,77,76,82,66,62,72,66,70,62,74,31,58,53,46,32
2456,"Kwoun Sun Tae",2,1,24,14,13,20,14,24,70,17,24,10,35,34,21,16,13,14,12,11
2457,"Yura Movsisyan",4,3,72,70,29,23,21,66,70,77,50,30,35,22,81,74,79,62,56,69
2458,"Oswaldo Vizcarrondo",2,2,40,26,74,72,78,82,72,26,79,30,65,64,58,43,28,38,32,13
2459,"Johnny Herrera",3,1,16,18,12,14,13,45,72,14,15,15,22,30,24,12,12,12,24,18
2460,"De las Cuevas",4,3,77,76,43,44,55,73,69,71,51,74,77,71,69,61,77,85,78,64
2461,"Sebastián Leto",2,3,78,76,20,20,38,56,68,71,20,71,76,72,75,70,70,74,72,72
2462,"Glenn Murray",3,2,70,63,24,23,29,74,74,80,45,48,65,55,75,77,69,57,33,70
2463,"Panagiotis Kone",3,3,76,75,49,49,59,59,70,73,49,68,74,67,74,67,80,66,59,67
2464,"Varela",5,4,76,77,39,35,45,48,71,74,41,74,71,65,85,74,78,73,56,68
2465,"Mike Jensen",4,3,77,75,66,67,68,86,72,71,67,70,74,68,78,65,70,66,73,59
2466,"Elustondo",3,2,68,63,72,78,75,87,67,55,70,60,79,75,75,51,76,82,80,43
2467,"James Troisi",4,3,77,73,22,38,40,46,70,70,43,70,74,68,75,63,75,78,69,70
2468,"José María Basanta",3,2,61,55,74,71,73,76,76,49,76,51,62,61,67,41,52,55,40,45
2469,"De la Bella",2,2,71,67,73,74,74,65,68,58,80,71,75,71,57,45,68,67,38,32
2470,"Graham Dorrans",3,3,77,71,51,60,61,66,71,66,64,75,77,72,77,64,75,77,76,69
2471,"Diego Capel",2,4,79,80,32,26,49,67,71,71,45,71,65,60,64,63,62,73,55,64
2472,"Landry Joel NGuemo",3,3,74,72,72,65,73,80,72,60,74,60,74,71,71,41,68,57,56,38
2473,"José Enrique",2,3,71,68,69,76,77,77,70,59,69,78,73,68,72,43,54,66,58,44
2474,"Stephen Ireland",3,3,75,72,38,50,48,60,76,77,54,63,77,64,62,68,64,71,60,80
2475,"Felix Bastians",3,2,65,66,72,73,75,68,70,54,72,68,70,71,71,48,69,72,70,67
2476,"Micah Richards",3,2,63,60,62,76,74,85,56,52,71,65,63,56,63,40,39,45,32,43
2477,"Charlie Daniels",3,2,72,71,71,72,76,51,66,69,69,74,73,68,68,48,46,67,68,32
2478,"Victor Anichebe",3,2,69,75,44,41,42,73,75,73,43,69,69,54,77,72,71,31,34,71
2479,"Barragán",3,2,72,62,78,73,78,80,67,56,75,72,67,62,61,44,53,64,51,59
2480,"Sergio Floccari",3,2,74,72,16,16,20,48,68,79,20,56,68,48,76,78,50,66,60,66
2481,"Serge Gakpé",3,3,76,76,21,24,21,41,65,76,31,69,72,57,78,67,73,59,58,67
2482,"Taiseer Al Jassam",3,3,75,68,74,71,73,71,72,68,71,61,75,72,66,69,70,70,74,61
2483,"Boukary Dramé",3,2,71,72,71,76,76,74,72,65,70,72,68,60,77,40,70,66,52,58
2484,"Zdravko Kuzmanovic",3,3,74,68,64,71,74,68,71,60,75,63,78,80,82,59,79,65,68,59
2485,"Zeca",3,3,77,72,70,69,73,81,74,73,66,72,72,73,71,64,65,61,65,65
2486,"Morgan Amalfitano",4,3,77,76,59,52,60,41,74,70,62,74,77,74,75,69,68,76,69,71
2487,"Jesús Méndez",4,3,75,72,67,61,66,80,76,71,62,66,77,71,75,62,69,70,71,46
2488,"Andrey Sinitsyn",3,1,20,16,14,18,16,21,68,9,17,14,33,18,22,12,18,12,19,21
2489,"Marc Wilson",4,2,68,63,75,75,77,72,72,59,74,66,64,67,74,48,63,44,68,51
2490,"Hakan Balta",3,2,69,65,76,70,74,66,68,59,79,73,74,69,80,48,67,49,67,68
2491,"Evandro",4,3,80,78,42,34,48,58,74,75,61,73,76,73,73,67,73,69,74,70
2492,"Leonardo Ulloa",4,2,70,68,27,45,48,74,75,76,33,51,69,63,76,75,62,54,56,72
2493,"Cássio",2,1,22,12,16,14,17,40,75,13,22,11,25,22,24,11,11,12,13,14
2494,"Joe Ledley",2,3,73,63,72,65,71,70,76,67,72,68,76,70,70,62,67,69,53,53
2495,"Brad Guzan",2,1,28,14,15,14,15,43,73,12,19,16,26,34,24,14,15,15,11,15
2496,"Nedum Onuoha",2,2,58,60,72,74,72,78,65,44,72,57,58,57,40,32,30,46,51,53
2497,"Jérémy Clément",3,2,70,61,72,72,75,71,73,49,78,62,72,71,67,56,60,51,54,52
2498,"Richard Keogh",3,2,59,60,73,76,72,74,71,52,72,52,71,67,51,28,12,33,30,23
2499,"Russell Martin",3,2,54,60,76,76,78,75,74,53,74,60,67,65,70,55,48,47,45,50
2500,"Daniele Padelli",2,1,21,10,19,12,12,12,70,10,13,11,26,29,23,10,11,13,10,10
2501,"Alexander Baumjohann",4,3,78,78,12,21,22,47,71,70,28,71,75,67,70,63,70,72,71,68
2502,"David Ousted",3,1,20,15,12,13,19,45,76,12,9,12,26,38,25,14,15,13,13,14
2503,"Abdoulay Konko",3,3,72,71,70,74,75,73,74,68,74,75,76,72,71,50,64,68,57,65
2504,"Élton",3,5,72,75,34,31,29,44,68,68,41,75,74,71,70,69,76,77,86,64
2505,"Andrés Pérez",3,2,69,58,74,65,73,88,75,69,81,61,72,71,75,55,74,49,56,59
2506,"Oriol Riera",3,3,70,66,17,21,31,73,79,76,41,45,64,57,76,74,68,59,57,67
2507,"Damien Delaney",3,2,55,28,75,76,75,85,72,33,71,51,51,57,49,32,59,32,49,28
2508,"Alaixys Romao",3,2,74,65,63,76,75,86,75,55,72,61,67,67,69,42,67,35,45,57
2509,"Cristian Campestrini",3,1,15,12,10,11,12,45,71,12,13,11,23,12,24,10,10,11,15,11
2510,"Besart Berisha",4,3,70,71,14,12,15,90,74,78,42,56,66,32,72,75,52,60,46,63
2511,"Ricardo",3,2,61,52,73,71,73,83,67,36,75,35,59,56,69,21,29,39,44,34
2512,"Ashkan Dejagah",4,3,76,79,16,36,32,58,72,70,36,75,74,63,74,70,64,67,69,72
2513,"Sylvain Marveaux",3,3,77,75,57,49,60,63,72,57,35,75,77,76,76,70,72,74,79,72
2514,"Toché",4,3,68,65,24,27,37,62,71,80,36,52,63,46,79,78,68,61,58,74
2515,"Yoan Gouffran",3,3,75,75,51,42,53,56,76,71,41,68,75,71,77,74,66,67,49,76
2516,"Moisés Muñoz",3,1,23,14,12,14,13,32,71,11,23,12,28,28,23,14,14,16,15,12
2517,"Ross McCormack",4,3,77,71,19,22,25,68,72,78,30,73,70,66,78,76,74,75,78,70
2518,"Shin Hwa Yong",2,1,22,11,13,14,12,26,69,12,21,11,24,12,18,12,16,16,13,14
2519,"Juan Martínez",3,4,78,80,31,32,40,40,75,74,33,68,70,67,75,71,70,62,42,66
2520,"Edgar Barreto",4,3,75,68,65,71,73,75,75,69,75,67,75,75,83,53,73,73,79,69
2521,"José Sand",4,2,65,58,26,29,24,72,87,86,26,56,58,44,74,83,70,54,66,70
2522,"Bobô",3,3,70,69,17,19,22,56,69,75,29,74,69,47,77,76,68,53,43,74
2523,"Alexander Tettey",3,3,69,66,69,70,72,86,70,63,78,60,74,70,85,62,76,61,59,68
2524,"Henri Bedimo",3,3,73,67,73,77,75,74,71,62,74,72,70,66,74,48,66,68,55,57
2525,"Romain Salin",2,1,13,14,11,16,13,45,78,16,26,11,36,23,23,11,13,11,15,13
2526,"Sergio Pellissier",4,2,79,69,24,24,28,45,75,83,24,64,68,44,82,78,78,74,60,75
2527,"Oleg Kuzmin",3,2,70,69,78,80,77,70,70,66,70,68,72,70,72,60,56,64,56,64
2528,"Miguel Flaño",3,2,60,43,72,79,73,84,63,36,67,40,70,55,52,45,45,43,49,40
2529,"Tito",3,2,69,65,69,76,74,69,69,48,74,77,68,67,59,43,36,40,42,36
2530,"Eren Albayrak",3,3,75,74,65,72,73,60,70,74,66,83,74,70,78,60,70,82,78,72
2531,"Serkan Kirintili",2,1,13,13,12,15,15,32,74,16,24,12,24,23,22,13,12,11,14,12
2532,"Muhammet Demir",3,4,78,82,19,17,35,59,71,72,32,68,69,67,81,71,72,83,78,74
2533,"Luciano Pocrnjic",3,1,13,10,14,10,10,28,78,11,15,14,16,19,10,12,10,12,13,11
2534,"Tolga Zengin",1,1,28,8,13,11,12,31,60,15,23,13,23,21,13,11,12,13,12,11
2535,"Leandro Desábato",4,2,43,34,75,71,73,84,70,25,75,50,76,55,53,37,26,24,59,61
2536,"Pierre Webó",5,3,71,70,25,17,23,62,73,80,32,41,64,50,72,76,70,63,59,70
2537,"Daniel Díaz",3,2,52,42,78,64,77,90,63,45,74,59,58,59,83,30,55,61,69,48
2538,"Alejandro Palacios",3,1,18,14,18,13,15,31,65,14,17,18,30,19,12,11,14,14,14,11
2539,"Paulo Da Silva",3,2,57,52,72,80,75,73,67,26,70,55,62,60,66,29,56,56,48,59
2540,"Lucian Sânmartean",3,4,81,83,58,56,58,61,78,64,58,74,80,70,67,62,67,83,75,65
2541,"Jérémy Morel",2,2,67,58,74,74,75,79,72,60,77,66,70,72,75,58,62,65,64,63
2542,"Carl Medjani",3,2,61,58,70,79,73,81,68,55,71,46,71,68,60,53,59,49,45,40
2543,"Domenico Maietta",2,2,52,48,78,74,78,78,70,16,78,30,56,56,21,13,27,22,14,20
2544,"Goran Pandev",3,3,83,83,25,35,40,52,69,79,39,69,74,65,76,71,74,80,69,78
2545,"Daniele Croce",3,3,77,75,63,69,69,72,72,66,72,68,78,74,70,51,67,61,59,51
2546,"Mattia Cassani",3,2,74,65,71,74,75,70,71,66,71,75,73,71,70,45,68,67,53,60
2547,"Massimo Gobbi",3,2,69,61,75,79,78,71,69,60,75,79,71,71,75,44,70,76,45,55
2548,"Simon Francis",4,2,73,69,74,75,77,73,67,58,71,75,73,66,64,25,62,51,61,26
2549,"Roberto Hilbert",3,3,74,73,73,74,76,76,72,69,74,77,76,69,69,53,44,75,68,59
2550,"Scott Brown",3,3,70,69,69,64,74,87,74,61,70,64,77,68,70,60,62,68,53,55
2551,"Jermaine Pennant",3,3,77,82,32,35,40,63,62,65,37,76,75,72,67,62,64,82,75,61
2552,"Jermaine Jones",4,2,72,68,69,72,71,88,75,66,70,66,72,76,84,62,69,65,60,65
2553,"Renaud Cohade",3,3,74,73,62,60,71,74,73,66,70,71,77,77,73,69,71,73,71,68
2554,"Franck Béria",3,2,73,66,72,75,73,74,74,68,72,74,75,70,69,50,64,59,55,34
2555,"Steeve Elana",3,1,25,12,10,14,15,28,71,11,22,10,37,28,14,11,10,11,11,12
2556,"Cani",3,3,80,76,45,40,46,59,63,76,45,75,74,72,72,70,78,78,62,68
2557,"Yohann Pelé",3,1,18,13,12,12,13,33,70,15,24,15,34,33,17,14,13,14,15,11
2558,"Cesare Bovo",3,2,64,60,77,74,76,71,69,33,79,35,66,70,84,23,80,78,80,30
2559,"Simone Pepe",4,3,77,77,56,61,61,61,66,78,54,76,75,72,72,64,75,80,76,70
2560,"Simone Padoin",4,3,75,76,70,74,74,68,70,72,72,76,75,75,74,51,73,76,68,63
2561,"Rob Green",3,1,15,14,12,11,12,26,73,13,20,19,26,14,22,12,11,16,13,12
2562,"Clemens Fritz",3,2,77,76,76,75,77,78,75,69,77,74,75,73,71,57,65,60,54,68
2563,"Jérémie Aliadiere",3,3,72,70,16,16,22,65,78,81,41,60,62,54,72,77,73,68,28,71
2564,"Sébastien Squillaci",3,2,62,52,72,79,81,77,62,29,70,26,71,60,59,28,22,35,26,31
2565,"Shaun Maloney",4,3,75,77,19,32,43,58,70,68,49,72,76,65,68,66,71,71,76,65
2566,"Fabricio Coloccini",4,2,61,60,73,73,72,78,78,37,75,53,68,68,60,44,70,58,56,58
2567,"Aliaksandr Hleb",4,4,78,79,28,27,31,58,67,70,33,73,78,70,65,62,66,77,69,67
2568,"Sylvain Armand",2,2,70,57,74,74,78,73,76,49,73,71,78,79,74,49,56,70,73,57
2569,"Antonio Floro Flores",3,3,76,76,20,24,30,60,68,83,26,66,70,56,68,74,68,74,76,68
2570,"Andreas Johansson",3,2,65,57,73,69,75,88,78,45,79,36,69,65,66,44,53,57,56,54
2571,"Ricardo Costa",3,2,55,48,73,73,75,83,70,56,73,41,53,47,65,25,32,25,28,35
2572,"Nicolas Penneteau",3,1,29,14,10,11,11,17,60,11,23,11,33,23,13,9,11,6,9,15
2573,"Timmy Simons",3,2,68,57,70,71,75,73,66,55,83,53,73,66,71,54,61,46,64,27
2574,"John OShea",3,2,64,46,76,73,78,75,71,32,76,53,61,57,49,29,23,51,35,32
2575,"Tarantini",3,3,73,70,62,58,68,75,74,75,73,58,75,68,78,68,78,65,57,70
2576,"Lukáš Pokorný",3,2,66,57,73,70,74,73,68,46,70,53,66,69,68,44,58,56,36,48
2577,"Gastón Guruceaga",3,1,12,11,7,10,11,22,32,7,11,13,24,19,26,9,8,14,12,5
2578,"Lindsay Rose",3,2,64,62,72,74,75,76,67,36,70,64,65,57,55,31,39,41,36,31
2579,"Aarón Martín",3,2,72,70,75,74,76,58,71,51,73,70,71,45,49,28,22,59,54,21
2580,"Darko Brasanac",3,3,71,63,48,68,71,81,79,76,64,58,74,75,79,61,62,57,59,52
2581,"Pedrinho",3,3,74,75,59,62,63,69,72,66,56,65,76,74,77,60,73,76,75,51
2582,"Konstantinos Laifis",3,2,68,68,72,73,73,72,66,65,73,61,71,74,74,56,68,62,59,66
2583,"Yu Kobayashi",4,4,75,77,21,26,24,42,73,74,31,66,66,57,73,75,66,57,56,66
2584,"Fernando Zampedri",3,2,69,70,17,22,19,66,68,73,15,50,63,46,75,74,72,45,33,63
2585,"Tsukasa Shiotani",2,2,53,41,71,71,74,74,65,36,76,37,56,39,66,42,52,35,51,49
2586,"Masaaki Higashiguchi",3,1,12,8,9,14,12,26,74,12,12,12,17,28,15,8,6,14,10,9
2587,"Çaglar Söyüncü",3,2,59,56,69,76,83,75,68,42,67,48,62,59,63,37,33,39,37,48
2588,"Dany Cure",3,3,72,69,65,59,60,65,67,76,63,70,65,63,81,62,67,55,65,46
2589,"Walter González",3,3,72,73,21,16,23,52,72,74,18,52,52,38,78,73,65,64,26,70
2590,"Yusuf Yazici",4,3,75,75,45,45,48,68,67,70,38,69,71,69,75,69,68,79,71,66
2591,"Miguel Silva",3,1,11,8,5,14,14,20,71,8,7,12,26,20,21,5,6,11,13,9
2592,"Hernán Toledo",3,4,78,79,44,47,46,55,68,61,60,59,66,65,68,68,73,72,62,65
2593,"Filip Krovinovic",4,3,72,74,44,49,47,41,70,68,30,65,76,71,72,62,71,76,49,51
2594,"Mouctar Diakhaby",2,2,51,42,74,67,77,74,62,24,73,28,54,42,45,25,27,30,26,31
2595,"Mijat Gacinovic",3,3,77,79,18,33,36,58,64,67,32,68,70,62,60,68,52,60,48,57
2596,"Benjamin Meseira",3,3,71,67,67,69,70,67,73,53,70,74,65,54,70,34,44,61,47,32
2597,"Gus Outomouro",3,4,74,70,23,20,25,50,73,68,23,62,73,62,75,74,69,71,60,73
2598,"Dênildo Stein",3,4,73,74,31,22,23,57,78,72,34,61,62,55,67,71,71,62,63,77
2599,"Gérson Noalha",3,4,76,76,22,22,25,55,67,67,25,53,56,56,86,75,69,83,71,77
