"id","name","penalty"
1956,"Geoffrey Jourdren",19
1957,"Daniel Congré",24
1958,"Steven Naismith",79
1959,"Marcos Angeleri",56
1960,"Oleg Ivanov",65
1961,"Fernando Amorebieta",57
1962,"Timofey Kalachev",68
1963,"Matías Silvestre",53
1964,"Jean Beausejour",68
1965,"Nana Asare",66
1966,"Marco Russ",50
1967,"Sejad Salihovic",84
1968,"Ryan Babel",70
1969,"Mathieu Flamini",61
1970,"Aiden McGeady",77
1971,"Juan Insaurralde",40
1972,"Renato Civelli",58
1973,"Ramazan Özcan",16
1974,"Rio Mavuba",57
1975,"Avraam Papadopoulos",75
1976,"Vangelis Moras",29
1977,"Christian Maggio",57
1978,"Guglielmo Stendardo",54
1979,"Luíz Carlos",58
1980,"Renat Yanbaev",65
1981,"Alexandr Anyukov",46
1982,"Vitaliy Kaleshin",49
1983,"Javier Pinola",38
1984,"Iván Cuéllar",25
1985,"Arbeloa",49
1986,"Mikel Rico",60
1987,"Selçuk Sahin",66
1988,"Gökdeniz Karadeniz",71
1989,"Mariano Barbosa",24
1990,"Román Martínez",41
1991,"Leandro Romagnoli",82
1992,"David Marshall",11
1993,"Rafael",22
1994,"Luca Rigoni",51
1995,"Maximiliano López",73
1996,"Germán Lux",12
1997,"Blerim Džemaili",68
1998,"Jonathan Walters",72
1999,"Joey Barton",73
2000,"Alessandro Gazzi",62
2001,"Zoltán Gera",74
2002,"Lee Dong Gook",86
2003,"Emil Hallfreðsson",69
2004,"Arouna Koné",67
2005,"Michael Rensing",18
2006,"Nicolas Douchez",12
2007,"Rod Fanni",65
2008,"Mauricio Pinilla",71
2009,"Jaroslav Plašil",69
2010,"Riesgo",13
2011,"Maximiliano Rodríguez",77
2012,"Alexandr Kerzhakov",80
2013,"Halil Altintop",73
2014,"Tom Huddlestone",72
2015,"Stewart Downing",68
2016,"Fernando Navarro",33
2017,"Massimo Maccarone",75
2018,"Peter Crouch",74
2019,"Etienne Didot",65
2020,"Arthur Boka",52
2021,"Allan McGregor",23
2022,"Alan",84
2023,"Dirk Kuyt",87
2024,"Albano Bizzarri",20
2025,"Alberto Gilardino",71
2026,"Shay Given",44
2027,"Felipe",35
2028,"Marc Roca",55
2029,"Pol Lirola",30
2030,"Malang Sarr",44
2031,"Patrik Schick",58
2032,"Caio Milaçar",73
2033,"Theo Hernández",39
2034,"Casimir Ninga",72
2035,"Ádám Nagy",58
2036,"Emre Akbaba",70
2037,"Jadson Vidigal",77
2038,"Hélton Celanova",76
2039,"Alvildo Sousa",66
2040,"Leo Caldeirinha",65
2041,"Jacson Zonta",71
2042,"Marlon Nideiro",68
2043,"Ailton Guevara",68
2044,"José Mirazar",76
2045,"Fábio Melitinho",72
2046,"Pascoal Muscato",64
2047,"Edercinho Sepa",70
2048,"Fabrio Farinha",64
2049,"Duirval Diniz",61
2050,"Enaldo Toxeto",67
2051,"Paolito Serra",48
2052,"Édundo Oliveira",43
2053,"Josué Chiamulera",56
2054,"Jesus Andradaldo",48
2055,"Lafortiscinho",55
2056,"Padilhisco",55
2057,"Adrianiscito",34
2058,"Nicolás Formido",69
2059,"Kauã Abranches",53
2060,"Sebas Couteira",57
2061,"Edvaldisco",42
2062,"Emilio Piodão",61
2063,"Claudiano Sobrino",71
2064,"Robson Denho",73
2065,"Kaíqundo Calado",54
2066,"Hugo Goiteira",48
2067,"Kel Perinho",48
2068,"Jailson Caeiro",62
2069,"Enaldo Praz",51
2070,"Nikola Stojiljkovic",72
2071,"Riad Bajic",67
2072,"César Montes",48
2073,"Francisco Geraldes",56
2074,"Matheus Pereira",71
2075,"Jeremiah St. Juste",59
2076,"Onyinye Ndidi",35
2077,"Omar Colley",33
2078,"Gonzalo Martínez",56
2079,"Giovani Lo Celso",55
2080,"Sabin Merino",69
2081,"Pedro Gallese",22
2082,"Arturo Mina",45
2083,"Lekue",52
2084,"Adam Masina",31
2085,"Irfan Can Kahveci",60
2086,"Bruno Gaspar",48
2087,"Emiliano Velázquez",37
2088,"Steve Mounié",65
2089,"François Kamano",62
2090,"Karl Toko-Ekambi",67
2091,"Maxime Lopez",61
2092,"Mathías Corujo",52
2093,"Eraso",53
2094,"Ivan Novoseltsev",47
2095,"Andrea Conti",40
2096,"Yusuf Erdogan",50
2097,"Warner Hahn",20
2098,"Walace",60
2099,"Isaac Success",68
2100,"Arber Zeneli",50
2101,"Miloš Jojic",67
2102,"André Geraldes",48
2103,"Mariano",68
2104,"Emanuel Mammana",68
2105,"Nico Elvedi",37
2106,"Jaïro Riedewald",42
2107,"Valentin Vada",58
2108,"Antonio Barreca",22
2109,"Mattia Caldara",30
2110,"Jason Denayer",37
2111,"Simone Scuffet",18
2112,"Thulani Hlatshwayo",45
2113,"Jorge Figal",33
2114,"Fanendo Adi",54
2115,"Chema Rodríguez",46
2116,"Luca Rizzo",63
2117,"Pedro Henrique",43
2118,"Guillermo Maripán",20
2119,"Cafú",70
2120,"Didier Ndong",51
2121,"Fábio Sturgeon",52
2122,"Essaïd Belkalem",36
2123,"Zainadine",45
2124,"Moses Simon",48
2125,"Giovanni Simeone",71
2126,"Salih Uçan",67
2127,"Kendall Waston",39
2128,"Maximiliano Meza",50
2129,"Anwar El Ghazi",63
2130,"Marcelo Goiano",41
2131,"Ignacio Fernández",57
2132,"Damir Kreilach",64
2133,"Alireza Jahanbakhsh",52
2134,"Samir",44
2135,"Burgui",59
2136,"Ayoze Pérez",73
2137,"Christian Mathenia",23
2138,"Guido Carrillo",77
2139,"Leonardo Jara",38
2140,"Joaquín Correa",57
2141,"Guillermo Sara",62
2142,"Rubén Botta",64
2143,"Rodrigo Rey",23
2144,"Julio Furch",64
2145,"Matías Zaldivia",41
2146,"Damián Pérez",55
2147,"Lucas Villafañez",65
2148,"Jean-Philippe Gbamin",40
2149,"Diego González",57
2150,"Postigo",40
2151,"Jeremy Toljan",39
2152,"Matías Laba",57
2153,"Ezequiel Videla",54
2154,"Daniel Bocanegra",52
2155,"Anton Kanibolotskyi",23
2156,"Alexandr Selikhov",19
2157,"Alex Iwobi",56
2158,"Diego Valdés",52
2159,"Fernando Tobio",36
2160,"Rémi Walter",54
2161,"Sven van Beek",54
2162,"Carlos Salcedo",36
2163,"Daniel Amartey",51
2164,"Rodrigo De Paul",56
2165,"Gyasi Zardes",66
2166,"Loïs Diony",66
2167,"Ivan Cavaleiro",72
2168,"Alexander Scholz",33
2169,"Nicolae Stanciu",73
2170,"Pione Sisto",66
2171,"Darko Lazovic",49
2172,"Jérôme Gondorf",62
2173,"Florian Niederlechner",66
2174,"Marc Schnatterer",74
2175,"Andrey Semenov",51
2176,"Lewis Baker",78
2177,"Moussa Konaté",72
2178,"Guillermo Fernández",69
2179,"Ricardo Centurión",67
2180,"Rubén Peña",64
2181,"Paolo Hurtado",69
2182,"Alexandru Maxim",72
2183,"Nikos Karelis",67
2184,"Rodolfo Pizarro",67
2185,"Marcel Halstenberg",67
2186,"Yasser Al Shahrani",62
2187,"Timo Letschert",56
2188,"Júnior Fernandes",61
2189,"Joshua Brenet",56
2190,"Pierrick Capelle",63
2191,"Leiton Jiménez",60
2192,"Rasmus Thelander",33
2193,"Vaná",19
2194,"Dória",41
2195,"Zakaria Bakkali",57
2196,"Adrien Thomasson",57
2197,"Hiroki Sakai",36
2198,"Munas Dabbur",67
2199,"Mitchell Dijks",44
2200,"Robin Quaison",42
2201,"Sergi Samper",52
2202,"Oussama Tannane",70
2203,"Ademilson",72
2204,"Yussuf Poulsen",59
2205,"Thabo Matlaba",58
2206,"Filipe Augusto",68
2207,"Modou Barrow",58
2208,"Filip Helander",34
2209,"Gotoku Sakai",49
2210,"Jürgen Damm",61
2211,"Renan Bressan",58
2212,"Matt Hedges",34
2213,"Moi Gómez",59
2214,"Achraf Lazaar",48
2215,"Amato Ciciretti",60
2216,"Erik Johansson",49
2217,"Denis Stracqualursi",63
2218,"Manuel Pucciarelli",55
2219,"Rúben Ferreira",49
2220,"Luís Leal",66
2221,"Jean-Paul Boëtius",63
2222,"Jean-Daniel Akpa Akpro",56
2223,"Molla Wagué",34
2224,"Aleksandar Katai",72
2225,"Toni Leistner",40
2226,"Toño",62
2227,"Salvador Agra",67
2228,"Diogo Figueiras",48
2229,"David Simón",38
2230,"Darío Lezcano",69
2231,"Sadio Diallo",68
2232,"Lucas Andersen",50
2233,"Damián Suárez",67
2234,"Francisco Silva",58
2235,"Alexandr Erokhin",65
2236,"Alyaksandr Martynovich",56
2237,"Lucas Piazon",73
2238,"Neeskens Kebano",74
2239,"Thievy",56
2240,"Willy Boly",56
2241,"Leigh Griffiths",69
2242,"Víctor Álvarez",44
2243,"Fernando Uribe",74
2244,"Simon Zoller",69
2245,"Joao Plata",69
2246,"Konstantinos Stafylidis",46
2247,"Matthias Ostrzolek",60
2248,"Darlington Nagbe",61
2249,"Benik Afobe",72
2250,"Jonathan Schmid",63
2251,"Gabriel",22
2252,"Juankar",55
2253,"Gabriel Torje",73
2254,"Rasmus Falk Jensen",53
2255,"Ivan Strinic",61
2256,"Tomáš Kalas",53
2257,"Diego",68
2258,"Brecht Dejaegere",60
2259,"Vladislav Stoyanov",18
2260,"Moritz Leitner",44
2261,"Alhassan Wakaso",36
2262,"Liam Moore",20
2263,"Guillermo Burdisso",48
2264,"Artem Fedetskyi",59
2265,"Tom Ince",68
2266,"Jeff Hendrick",51
2267,"Santiago García",67
2268,"Adam Maher",59
2269,"Ricardo van Rhijn",55
2270,"Magomed Ozdoev",54
2271,"Emmanuel Emenike",66
2272,"Musa Çagiran",65
2273,"Diego Mariño",23
2274,"Sebá",64
2275,"Deivid",49
2276,"Hong Chul",70
2277,"Raphael Martinho",57
2278,"Jonathan Delaplace",55
2279,"Bryan Dabo",58
2280,"Kamohelo Mokotjo",50
2281,"Michael Arroyo",74
2282,"Trent Sainsbury",65
2283,"Sergey Petrov",50
2284,"Vincent Pajot",59
2285,"Andy Najar",66
2286,"Jonas Svensson",48
2287,"James McClean",65
2288,"Abdul Majeed Waris",65
2289,"Franco Jara",72
2290,"Raul García",64
2291,"Luc Castaignos",62
2292,"Samu Saiz",71
2293,"Antonino Ragusa",58
2294,"Jacopo Sala",65
2295,"Ibrahima Baldé",64
2296,"Brou Benjamin Angoua",43
2297,"Mathieu Peybernès",38
2298,"Fransérgio",77
2299,"Miloš Ninkovic",72
2300,"Florian Kainz",58
2301,"Tiago Pinto",51
2302,"Maxim Kanunnikov",61
2303,"Rami Gershon",45
2304,"Luca Marrone",73
2305,"Stefan Ilsanker",37
2306,"Tomoaki Makino",38
2307,"Fallou Diagne",56
2308,"Magaye Gueye",60
2309,"Jano Ananidze",72
2310,"Osmar",68
2311,"Rômulo",66
2312,"Nélson Lenho",46
2313,"Dodô",46
2314,"Arnaud Souquet",49
2315,"Hanno Behrens",56
2316,"Haris Seferovic",66
2317,"Benjamin Jeannot",72
2318,"Paulo Victor",14
2319,"Alan Pulido",66
2320,"Walid Mesloub",61
2321,"Artur Yusupov",57
2322,"Shane Duffy",55
2323,"Júnior Caiçara",78
2324,"Rafael",23
2325,"Edwin Cardona",64
2326,"Vladislav Ignatiev",70
2327,"Chris Wood",74
2328,"Hrvoje Milic",61
2329,"Valon Berisha",66
2330,"Botía",29
2331,"Lucas Orbán",61
2332,"Alejandro Bedoya",49
2333,"Fidel Martínez",70
2334,"Connor Wickham",75
2335,"Luigi Sepe",17
2336,"Préjuce Nakoulma",58
2337,"Antonio Ríos",55
2338,"Laurens De Bock",63
2339,"Omar Gonzalez",30
2340,"Míchel",74
2341,"Johannes Hopf",19
2342,"José Ángel",45
2343,"Karl-Johan Johnsson",17
2344,"Steven Zuber",55
2345,"Yevhen Seleznyov",80
2346,"Maikel van der Werff",61
2347,"Robbin Ruiter",24
2348,"Ismail Köybasi",35
2349,"Kiko Femenía",60
2350,"Da Costa",23
2351,"Ben Mee",36
2352,"Dani Hernández",25
2353,"Bamba Anderson",50
2354,"Diego Farías",69
2355,"Dennis Diekmeier",48
2356,"Jonathan Urretaviscaya",61
2357,"Nélson Oliveira",75
2358,"Gabriele Angella",49
2359,"Alexander Esswein",60
2360,"Tunay Torun",56
2361,"Saúl Berjón",82
2362,"Fidel",72
2363,"Eloy Room",37
2364,"Marcelo Estigarribia",70
2365,"Laure",48
2366,"George Lebese",62
2367,"Delvin NDinga",50
2368,"Benoît Poulain",65
2369,"Mohamed Diamé",63
2370,"Dani Pacheco",69
2371,"Ramon Motta",61
2372,"Carlos Villanueva",73
2373,"Fabrizio Cacciatore",39
2374,"Lucas Viatri",64
2375,"Douglas",46
2376,"Abdelhamid El Kaoutari",32
2377,"Essam El-Hadary",20
2378,"Frédéric Sammaritano",64
2379,"Rudy Gestede",66
2380,"Ricardo Laborde",63
2381,"Douglas",14
2382,"Alexey Ionov",66
2383,"Viktor Vasin",68
2384,"Sloan Privat",66
2385,"Stefan Johansen",51
2386,"Albert Adomah",65
2387,"Gojko Kacar",69
2388,"Kiko Olivas",38
2389,"Matías Alustiza",81
2390,"Dentinho",64
2391,"Christian Stuani",82
2392,"Adam Clayton",66
2393,"Maciej Rybus",62
2394,"Elías Hernández",65
2395,"Konstantin Rausch",66
2396,"Tomáš Hubocan",63
2397,"Miroslav Stoch",70
2398,"Yoel",25
2399,"Péter Gulácsi",24
2400,"Fabiano",22
2401,"Ismaël Traoré",49
2402,"Djalma",57
2403,"Ádám Szalai",76
2404,"Vincent Bessat",58
2405,"Romain Alessandrini",73
2406,"Ricky van Wolfswinkel",80
2407,"Castro",63
2408,"Nolan Roux",76
2409,"Juan Forlin",51
2410,"Daine Klate",57
2411,"Ali Çamdali",61
2412,"Slobodan Rajkovic",41
2413,"Jesús Molina",52
2414,"Erwin Mulder",25
2415,"Daniel Schwaab",55
2416,"Jonny Howson",71
2417,"Cheikh MBengue",31
2418,"Víctor Díaz",42
2419,"Yohan Benalouane",38
2420,"Milan Škoda",77
2421,"Claudio Beauvue",70
2422,"Walter Gargano",59
2423,"Ricardo",24
2424,"Robbie Kruse",65
2425,"Mitchell Langerak",22
2426,"Dale Stephens",44
2427,"Alexandru Epureanu",51
2428,"Vassilis Torosidis",50
2429,"Romain Genevois",40
2430,"Tomáš Necid",78
2431,"Márcio Azevedo",66
2432,"František Rajtoral",57
2433,"Kengo Nakamura",80
2434,"Szymon Pawlowski",68
2435,"Marcel Heller",54
2436,"Gary Hooper",72
2437,"Ola Kamara",71
2438,"Youssouf Mulumbu",57
2439,"Fernando Forestieri",73
2440,"Bracali",23
2441,"Craig Gardner",81
2442,"Giuseppe Vives",55
2443,"Abdou Razack Traoré",70
2444,"Lee Nguyen",76
2445,"Aykut Demir",44
2446,"Milan Biševac",59
2447,"Modibo Diakité",41
2448,"Mathieu Coutadeur",70
2449,"Mbaye Leye",68
2450,"Manuel Iturra",40
2451,"Ola Toivonen",71
2452,"Jean-Sylvain Babin",44
2453,"Änis Ben-Hatira",58
2454,"Roberto Ovelar",61
2455,"Duško Tošic",43
2456,"Kwoun Sun Tae",22
2457,"Yura Movsisyan",77
2458,"Oswaldo Vizcarrondo",55
2459,"Johnny Herrera",60
2460,"De las Cuevas",61
2461,"Sebastián Leto",68
2462,"Glenn Murray",75
2463,"Panagiotis Kone",59
2464,"Varela",74
2465,"Mike Jensen",67
2466,"Elustondo",67
2467,"James Troisi",69
2468,"José María Basanta",47
2469,"De la Bella",49
2470,"Graham Dorrans",75
2471,"Diego Capel",74
2472,"Landry Joel NGuemo",35
2473,"José Enrique",55
2474,"Stephen Ireland",66
2475,"Felix Bastians",60
2476,"Micah Richards",53
2477,"Charlie Daniels",72
2478,"Victor Anichebe",65
2479,"Barragán",55
2480,"Sergio Floccari",72
2481,"Serge Gakpé",65
2482,"Taiseer Al Jassam",75
2483,"Boukary Dramé",54
2484,"Zdravko Kuzmanovic",72
2485,"Zeca",61
2486,"Morgan Amalfitano",72
2487,"Jesús Méndez",54
2488,"Andrey Sinitsyn",21
2489,"Marc Wilson",56
2490,"Hakan Balta",63
2491,"Evandro",79
2492,"Leonardo Ulloa",68
2493,"Cássio",24
2494,"Joe Ledley",71
2495,"Brad Guzan",35
2496,"Nedum Onuoha",53
2497,"Jérémy Clément",63
2498,"Richard Keogh",31
2499,"Russell Martin",66
2500,"Daniele Padelli",22
2501,"Alexander Baumjohann",59
2502,"David Ousted",21
2503,"Abdoulay Konko",50
2504,"Élton",72
2505,"Andrés Pérez",62
2506,"Oriol Riera",63
2507,"Damien Delaney",66
2508,"Alaixys Romao",57
2509,"Cristian Campestrini",21
2510,"Besart Berisha",75
2511,"Ricardo",29
2512,"Ashkan Dejagah",71
2513,"Sylvain Marveaux",73
2514,"Toché",73
2515,"Yoan Gouffran",77
2516,"Moisés Muñoz",15
2517,"Ross McCormack",74
2518,"Shin Hwa Yong",13
2519,"Juan Martínez",71
2520,"Edgar Barreto",61
2521,"José Sand",78
2522,"Bobô",73
2523,"Alexander Tettey",59
2524,"Henri Bedimo",58
2525,"Romain Salin",11
2526,"Sergio Pellissier",76
2527,"Oleg Kuzmin",52
2528,"Miguel Flaño",52
2529,"Tito",44
2530,"Eren Albayrak",63
2531,"Serkan Kirintili",10
2532,"Muhammet Demir",75
2533,"Luciano Pocrnjic",24
2534,"Tolga Zengin",17
2535,"Leandro Desábato",50
2536,"Pierre Webó",66
2537,"Daniel Díaz",67
2538,"Alejandro Palacios",13
2539,"Paulo Da Silva",63
2540,"Lucian Sânmartean",72
2541,"Jérémy Morel",72
2542,"Carl Medjani",45
2543,"Domenico Maietta",19
2544,"Goran Pandev",68
2545,"Daniele Croce",60
2546,"Mattia Cassani",59
2547,"Massimo Gobbi",55
2548,"Simon Francis",44
2549,"Roberto Hilbert",42
2550,"Scott Brown",76
2551,"Jermaine Pennant",61
2552,"Jermaine Jones",68
2553,"Renaud Cohade",78
2554,"Franck Béria",61
2555,"Steeve Elana",12
2556,"Cani",70
2557,"Yohann Pelé",13
2558,"Cesare Bovo",70
2559,"Simone Pepe",80
2560,"Simone Padoin",72
2561,"Rob Green",21
2562,"Clemens Fritz",62
2563,"Jérémie Aliadiere",70
2564,"Sébastien Squillaci",53
2565,"Shaun Maloney",75
2566,"Fabricio Coloccini",58
2567,"Aliaksandr Hleb",63
2568,"Sylvain Armand",61
2569,"Antonio Floro Flores",74
2570,"Andreas Johansson",64
2571,"Ricardo Costa",40
2572,"Nicolas Penneteau",15
2573,"Timmy Simons",90
2574,"John OShea",47
2575,"Tarantini",66
2576,"Lukáš Pokorný",53
2577,"Gastón Guruceaga",18
2578,"Lindsay Rose",36
2579,"Aarón Martín",43
2580,"Darko Brasanac",70
2581,"Pedrinho",76
2582,"Konstantinos Laifis",54
2583,"Yu Kobayashi",62
2584,"Fernando Zampedri",67
2585,"Tsukasa Shiotani",41
2586,"Masaaki Higashiguchi",15
2587,"Çaglar Söyüncü",52
2588,"Dany Cure",67
2589,"Walter González",67
2590,"Yusuf Yazici",60
2591,"Miguel Silva",13
2592,"Hernán Toledo",58
2593,"Filip Krovinovic",58
2594,"Mouctar Diakhaby",39
2595,"Mijat Gacinovic",59
2596,"Benjamin Meseira",51
2597,"Gus Outomouro",56
2598,"Dênildo Stein",64
2599,"Gérson Noalha",76
2600,"Erick Gameira",72
2601,"Elias Fontoira",72
2602,"Pietrson Mendes",68
2603,"Brenito Duarte",57
2604,"Michildo Melo",37
2605,"Heitinho Zanon",44
2606,"Oswaldito Cuba",59
2607,"Nivo Serpinho",15
2608,"Pierrino Faria",21
2609,"Victorino Magela",24
2610,"Evandro Rochedo",72
2611,"Gustavo Lobateiro",56
2612,"Jorge Carvallinho",61
2613,"Ailton Valpaços",50
2614,"Fabiano Sonta",44
2615,"Osvaldo Lodeiro",75
2616,"Vinicius Cardenha",67
2617,"Juli Piresinho",65
2618,"Freder Cabral",13
2619,"Jaim Abra",26
2620,"Pierre Lees-Melou",49
2621,"Milot Rashica",45
2622,"Tendai Ndoro",73
2623,"Borja Mayoral",69
2624,"Edmilson Junior",63
2625,"Alfonso Pedraza",64
2626,"Simon Deli",53
2627,"Oleksandr Zinchenko",59
2628,"Eber Bessa",60
2629,"Frédéric Guilbert",44
2630,"Cyle Larin",63
2631,"Fabián Sambueza",65
2632,"Marcos Díaz",23
2633,"Jorge Moreira",39
2634,"Camilo Mayada",68
2635,"Andrés Ibargüen",53
2636,"Sinan Gümüs",59
2637,"Alex Berenguer",66
2638,"Keagan Dolly",54
2639,"Motaz Hawsawi",43
2640,"Jorge Benítez",67
2641,"Marín",32
2642,"Kenneth Saief",61
2643,"James Sánchez",62
2644,"David Soria",23
2645,"Valentin Rongier",63
2646,"Timo Baumgartl",36
2647,"Kuca",71
2648,"Mohamed Larbi",53
2649,"Juan Martín Lucero",71
2650,"Nelson Acevedo",45
2651,"Ali Adnan",66
2652,"Enes Ünal",68
2653,"Sibusiso Vilakazi",34
2654,"Diego Churín",74
2655,"Masato Morishige",68
2656,"Bernard Mensah",59
2657,"Andrés Cubas",51
2658,"Ondrej Duda",56
2659,"Manuel Locatelli",60
2660,"Hélder Costa",67
2661,"Enzo Crivelli",58
2662,"Boschilia",52
2663,"Lee Jae Sung",44
2664,"Hernán Hechalar",65
2665,"Steve Birnbaum",35
2666,"Luca Mazzitelli",44
2667,"Andrés Felipe Roa",58
2668,"Germán Conti",47
2669,"Pau López",25
2670,"Anderson Esiti",55
2671,"Federico Melchiorri",64
2672,"Zaldúa",32
2673,"Iliass Bel Hassani",58
2674,"Cotán",44
2675,"Bruno Varela",24
2676,"Mahmoud Abdel Moneim",69
2677,"Ebenezer Ofori",50
2678,"Stipe Perica",61
2679,"Firmin Ndombe Mubele",65
2680,"Mbwana Ally Samatta",70
2681,"Junya Tanaka",73
2682,"Miha Mevlja",47
2683,"Anderson Plata",53
2684,"Lukas Spalvis",60
2685,"Allan Saint-Maximin",47
2686,"Marcel Tisserand",56
2687,"Idris",53
2688,"Antonio Di Gaudio",56
2689,"Gaetano Letizia",45
2690,"Federico Carrizo",69
2691,"Jorge Broun",23
2692,"Damián Musto",36
2693,"Marlon Santos",58
2694,"Andrea Petagna",65
2695,"Kenedy",67
2696,"Jason",72
2697,"Roni",62
2698,"Lucas Janson",54
2699,"Fernando Manríquez",75
2700,"Enzo Kalinski",41
2701,"Carlos Carbonero",63
2702,"Brahian Alemán",61
2703,"Germán Voboril",37
2704,"Juan Caicedo",71
2705,"Victor Ayala",58
2706,"Jefferson Duque",82
2707,"Farid Díaz",61
2708,"Freddy Hinestroza",47
2709,"Wilmar Barrios",32
2710,"Jefferson Cuero",58
2711,"Angelo Rodríguez",64
2712,"David Silva",55
2713,"Ricardo Jérez",25
2714,"Guillermo Celis",37
2715,"Esteban Pavez",39
2716,"Leandro Castellanos",24
2717,"José Cuadrado",23
2718,"Alexey Miranchuk",57
2719,"Nicolás Vikonis",22
2720,"Carlos Lizarazo",69
2721,"Adama",47
2722,"Mykyta Shevchenko",22
2723,"Fábio Cardoso",39
2724,"Erick Pulgar",48
2725,"Felipe Mora",64
2726,"Saulo Decarli",39
2727,"Frank Acheampong",63
2728,"Cifuentes",57
2729,"Jimmy Cabot",55
2730,"Josué",40
2731,"William Dutoit",25
2732,"Walker Zimmerman",56
2733,"Romain Philippoteaux",48
2734,"Mauro Matos",77
2735,"Clinton Njie",56
2736,"Ricardo Esgaio",83
2737,"Luciano",61
2738,"Alexandru Chipciu",67
2739,"Koo Ja Ryong",32
2740,"Kwon Chang Hoon",55
2741,"Moussa Dembélé",77
2742,"Riza Durmisi",40
2743,"Mpho Makola",47
2744,"Frederico Venâncio",40
2745,"Georgi Milanov",54
2746,"Rubén García",68
2747,"Mohammed Khalil Al Owais",19
2748,"Vincent Laurini",41
2749,"Marc-Oliver Kempf",52
2750,"Louis Schaub",64
2751,"Ilya Kutepov",36
2752,"Darwin Machís",62
2753,"Renato Santos",59
2754,"André Ramalho",42
2755,"Chisamba Lungu",59
2756,"Bilal Basaçikoglu",50
2757,"Victor Andrade",71
2758,"Jordan Adéoti",32
2759,"Stefan Mitrovic",35
2760,"Gaëtan Laborde",66
2761,"Mathieu Michel",14
2762,"Maxime Poundjé",45
2763,"Nawaf Al Abed",75
2764,"Ryan Gauld",58
2765,"Mohammed Al Sahlawi",80
2766,"Sam Byram",50
2767,"Eric Bicfalvi",73
2768,"Dragos Grigore",56
2769,"Raheem Lawal",50
2770,"Thomas Foket",49
2771,"Andreas Pereira",49
2772,"Clinton Mata",49
2773,"Olivier Boumal",61
2774,"Dimitrios Pelkas",67
2775,"Ivan Santini",75
2776,"Alfonso González",61
2777,"Josef Alexander Martínez",56
2778,"Dom Dwyer",69
2779,"Cristiano",69
2780,"Simon Tibbling",52
2781,"Viktor Claesson",63
2782,"Jordan Lukaku",53
2783,"Simon Falette",44
2784,"Héctor Canteros",69
2785,"Luciano Aued",67
2786,"Kalifa Coulibaly",68
2787,"Silviu Lung Jr.",17
2788,"Luciano Abecasis",47
2789,"Solomon Kverkvelia",36
2790,"Jan Kopic",64
2791,"Matteo Bianchetti",39
2792,"Alex Pritchard",66
2793,"Ewerton",47
2794,"Karim Rekik",41
2795,"Portu",51
2796,"Charlie Taylor",45
2797,"Pawel Olkowski",47
2798,"Ghayas Zahid",49
2799,"Ole Kristian Selnæs",51
2800,"Raúl Ruidíaz",67
2801,"Santiago García",71
2802,"Florin Gardos",50
2803,"Michael de Leeuw",71
2804,"Jakub Brabec",49
2805,"Marvin Bakalorz",64
2806,"Koffi Djidji",30
2807,"Gabriel Hauche",77
2808,"Alban Meha",60
2809,"Aron Jóhannsson",78
2810,"Ahmed El-Shenawy",21
2811,"Juan Ignacio Gomez",69
2812,"Hlompho Kekana",56
2813,"Balliu",29
2814,"Pawel Wszolek",51
2815,"Chris Löwe",58
2816,"Adnane Tighadouini",75
2817,"Harry Maguire",40
2818,"Oscar Hiljemark",64
2819,"Leonardo Spinazzola",59
2820,"Gianluca Caprari",56
2821,"Alexander Schwolow",22
2822,"Danilo Avelar",79
2823,"Alex Martínez",55
2824,"Diego Arias",60
2825,"Abdoulay Diaby",63
2826,"Aziz Behich",47
2827,"Nacho Cases",49
2828,"Ola John",62
2829,"Felix Klaus",62
2830,"Jaimen Ayoví",65
2831,"Remo Freuler",61
2832,"Anthony Limbombe",46
2833,"Yacouba Sylla",55
2834,"Álvaro",70
2835,"Federico Santander",69
2836,"Fegor Ogude",42
2837,"Camillo Ciano",76
2838,"Afriyie Acquah",60
2839,"Dominik Kaiser",74
2840,"Oliver Sorg",51
2841,"Jerry Mbakogu",73
2842,"Emmanuel Gigliotti",77
2843,"Carl Jenkinson",49
2844,"Pedro Mendes",35
2845,"James Forrest",68
2846,"Nico Schulz",56
2847,"Guilherme",57
2848,"Lukas Hinterseer",71
2849,"Ben Rienstra",56
2850,"Ben Gibson",21
2851,"Marco Bizot",36
2852,"Aras Özbiliz",74
2853,"Arbilla",47
2854,"Marco Matias",67
2855,"Tino-Sven Sušic",73
2856,"Anders Christiansen",68
2857,"Bartosz Bereszynski",59
2858,"Sylvester Igboun",70
2859,"Almog Cohen",66
2860,"Fernando Canesín",63
2861,"Montañés",60
2862,"Claiton",18
2863,"Joselu",75
2864,"Santos",65
2865,"Ilja Nestorovski",64
2866,"João Pedro",69
2867,"Yun Young Sun",33
2868,"Raúl Lizoain",24
2869,"Georgios Tzavellas",64
2870,"Ibragim Tsallagov",41
2871,"Kévin Malcuit",51
2872,"Grant Hanley",40
2873,"Jonathan Williams",60
2874,"Zakaria Labyad",68
2875,"Martin Linnes",41
2876,"Tano Bonnin",51
2877,"Sebastián Dubarbier",59
2878,"Guerrero",65
2879,"Leandro Bacuna",76
2880,"François Moubandje",56
2881,"Denis Alibec",69
2882,"Lorenzo Crisetig",59
2883,"Idriss Saadi",68
2884,"Karim Ansarifard",61
2885,"Héldon",71
